A Wave Amplitude (uV),B Wave Amplitude (uV),B/A Ratio,A/A0 Ratio,B/B0 Ratio,A Wave Implicit Time (uV),B Wave Implicit Time (uV)
83.98691358823751,85.53386420787156,1.0184189483044737,1.0,1.0,148.2,0.9
161.44842279093706,164.0636716897562,1.0161986648962542,1.9223045102296525,1.9181136408269237,126.3,0.7
205.91935156235792,211.19033259740957,1.0255973078540677,2.4518028198049797,2.4690844328529007,99.2,0.8
218.21778300879035,231.1771003692928,1.0593870819408902,2.5982355308190783,2.7027552479970605,73.1,0.6
88.14189126424985,90.10905894087452,1.0223181922739448,1.049471727183391,1.0534898636390837,148.9,0.7
214.6790084013137,243.24406631535356,1.1330593900482404,2.5561006974707996,2.843833475408073,52.0,5.3
192.46487681425896,220.07764837804388,1.1434691462714677,2.2916055441429384,2.572988493109498,51.4,5.3
