A Wave Amplitude (uV),B Wave Amplitude (uV),B/A Ratio,A/A0 Ratio,B/B0 Ratio,A Wave Implicit Time (uV),B Wave Implicit Time (uV)
2.9023707343890734,180.99616520582018,62.36149057777709,1.0,1.0,19.1,64.4
7.496182033277417,166.96437738966995,22.273255458375147,2.582778948415529,0.9224746679014224,19.8,52.0
22.38983277778269,148.301759568246,6.623620687127465,7.714325572709986,0.8193640975741356,17.9,47.1

Settings
Sampling Frequency (Hz),8991.839957883654
Low Pass Filter (Hz),300.0
High Pass Filter (Hz),0.3
